李克强,341,201807
习近平,1871,201807
李克强,123,201808
习近平,954,201808
李克强,208,201809
习近平,2486,201809
李克强,448,201810
习近平,1512,201810
李克强,310,201811
习近平,2476,201811
,,
胡锦涛,633,200807
温家宝,110,200807
胡锦涛,633,200808
温家宝,258,200808
胡锦涛,550,200809
温家宝,498,200809
胡锦涛,368,200810
温家宝,436,200810
胡锦涛,846,200811
温家宝,262,200811
胡锦涛,545,200812
温家宝,319,200812
